seed,family,number_of_items,capacity,weights,values,greedy_value,optimal_value,failure,relative_gap
226,independent,20,227,"(31, 42, 38, 4, 24, 25, 30, 36, 23, 6, 23, 2, 46, 23, 28, 6, 10, 26, 4, 27)","(5, 71, 77, 23, 44, 71, 90, 96, 96, 79, 68, 23, 70, 42, 72, 55, 60, 96, 4, 72)",833,837,True,0.0047789725209080045
227,independent,20,262,"(26, 24, 29, 48, 27, 49, 18, 43, 5, 32, 2, 23, 30, 16, 38, 20, 29, 12, 47, 7)","(88, 11, 31, 54, 5, 13, 24, 31, 31, 92, 31, 47, 85, 60, 31, 6, 63, 2, 95, 19)",646,647,True,0.0015455950540958269
228,independent,20,335,"(49, 43, 37, 15, 37, 45, 50, 5, 9, 45, 27, 24, 47, 37, 37, 6, 37, 41, 32, 47)","(90, 29, 29, 60, 78, 59, 19, 75, 40, 89, 40, 77, 52, 26, 81, 73, 68, 56, 10, 80)",811,827,True,0.019347037484885126
229,independent,20,234,"(34, 15, 28, 41, 40, 36, 45, 5, 1, 12, 5, 21, 4, 15, 28, 47, 1, 18, 43, 30)","(18, 69, 34, 27, 22, 64, 38, 65, 97, 31, 93, 36, 3, 95, 99, 79, 88, 39, 30, 48)",903,903,False,0.0
230,independent,20,266,"(46, 20, 44, 2, 28, 2, 41, 27, 33, 17, 1, 44, 13, 21, 43, 12, 44, 37, 37, 19)","(21, 93, 69, 85, 99, 63, 62, 80, 98, 79, 45, 91, 4, 99, 40, 17, 62, 50, 58, 43)",944,950,True,0.00631578947368421
231,independent,20,280,"(2, 25, 21, 50, 15, 50, 50, 27, 50, 46, 49, 19, 43, 8, 8, 11, 23, 18, 1, 44)","(17, 100, 97, 73, 27, 73, 40, 59, 42, 73, 84, 96, 53, 74, 3, 99, 35, 46, 3, 78)",818,829,True,0.013268998793727383
232,independent,20,232,"(18, 15, 5, 18, 27, 33, 21, 24, 41, 15, 29, 42, 48, 28, 26, 5, 5, 12, 30, 23)","(16, 11, 35, 21, 21, 16, 35, 47, 10, 35, 59, 23, 79, 89, 77, 36, 42, 1, 76, 50)",602,602,False,0.0
233,independent,20,266,"(44, 12, 15, 36, 6, 18, 45, 1, 44, 39, 46, 48, 8, 21, 6, 32, 41, 40, 22, 7)","(81, 68, 62, 27, 14, 30, 92, 10, 31, 91, 30, 37, 62, 28, 38, 68, 20, 91, 40, 65)",742,748,True,0.008021390374331552
234,independent,20,298,"(22, 4, 27, 46, 15, 23, 32, 5, 28, 39, 2, 50, 43, 48, 47, 42, 20, 8, 47, 48)","(34, 75, 65, 62, 34, 47, 79, 34, 50, 88, 50, 50, 36, 37, 3, 49, 15, 90, 76, 96)",799,799,False,0.0
235,independent,20,231,"(23, 33, 3, 5, 2, 11, 8, 30, 12, 50, 19, 47, 49, 47, 6, 24, 33, 34, 8, 18)","(93, 99, 32, 12, 33, 8, 8, 22, 41, 56, 57, 18, 92, 71, 14, 61, 98, 60, 59, 11)",699,699,False,0.0
236,independent,20,234,"(44, 32, 23, 25, 10, 38, 37, 38, 17, 47, 43, 29, 14, 10, 7, 4, 7, 22, 14, 6)","(48, 94, 11, 91, 97, 39, 21, 90, 47, 94, 45, 18, 28, 66, 51, 7, 89, 11, 89, 54)",897,897,False,0.0
237,independent,20,287,"(40, 11, 27, 45, 33, 42, 28, 46, 31, 6, 39, 24, 17, 31, 28, 1, 44, 47, 24, 10)","(64, 31, 8, 23, 94, 86, 70, 2, 78, 89, 47, 64, 16, 63, 12, 89, 67, 68, 52, 36)",816,819,True,0.003663003663003663
238,independent,20,216,"(24, 28, 41, 6, 11, 35, 37, 3, 11, 19, 2, 19, 17, 16, 7, 27, 11, 35, 38, 45)","(12, 93, 9, 19, 15, 72, 73, 11, 40, 53, 53, 91, 19, 54, 31, 2, 84, 86, 75, 97)",727,727,False,0.0
239,independent,20,253,"(8, 46, 27, 28, 24, 1, 19, 19, 10, 36, 36, 8, 16, 24, 2, 44, 28, 49, 49, 32)","(25, 20, 14, 8, 53, 96, 34, 98, 100, 4, 12, 8, 35, 61, 78, 90, 97, 58, 89, 12)",864,864,False,0.0
240,independent,20,254,"(40, 3, 10, 49, 42, 3, 8, 1, 24, 20, 35, 40, 34, 16, 1, 33, 38, 40, 23, 49)","(8, 41, 80, 68, 42, 48, 32, 99, 60, 85, 80, 21, 32, 72, 52, 81, 53, 12, 96, 39)",911,911,False,0.0
241,independent,20,324,"(45, 49, 23, 46, 16, 42, 11, 17, 48, 47, 42, 11, 40, 33, 37, 35, 11, 39, 7, 48)","(69, 14, 90, 9, 77, 70, 81, 35, 46, 18, 2, 90, 30, 65, 29, 46, 7, 84, 20, 18)",756,757,True,0.001321003963011889
242,independent,20,263,"(22, 32, 40, 33, 50, 1, 17, 14, 39, 25, 40, 28, 15, 1, 26, 31, 22, 49, 35, 6)","(4, 68, 63, 92, 22, 26, 69, 26, 93, 6, 42, 43, 5, 71, 60, 43, 9, 19, 30, 11)",631,654,True,0.035168195718654434
243,independent,20,253,"(34, 28, 29, 20, 17, 1, 24, 37, 14, 46, 42, 4, 11, 19, 4, 48, 46, 30, 10, 42)","(41, 7, 73, 22, 16, 14, 41, 87, 43, 74, 5, 66, 83, 73, 24, 29, 14, 90, 12, 26)",709,709,False,0.0
244,independent,20,240,"(49, 27, 38, 5, 7, 10, 18, 40, 9, 15, 15, 23, 26, 32, 14, 30, 5, 41, 43, 33)","(88, 50, 60, 46, 94, 43, 36, 97, 28, 55, 15, 2, 46, 13, 15, 19, 51, 72, 80, 1)",668,678,True,0.014749262536873156
245,independent,20,242,"(9, 31, 29, 48, 41, 3, 14, 10, 41, 46, 32, 13, 3, 18, 12, 44, 10, 31, 4, 44)","(37, 9, 43, 77, 60, 94, 33, 62, 83, 40, 52, 72, 89, 80, 75, 38, 85, 71, 92, 80)",996,996,False,0.0
246,independent,20,234,"(4, 25, 23, 47, 12, 12, 36, 47, 45, 14, 44, 29, 6, 2, 14, 7, 29, 11, 33, 29)","(67, 93, 9, 57, 74, 43, 88, 13, 45, 65, 37, 18, 6, 8, 91, 8, 69, 81, 61, 2)",772,772,False,0.0
247,independent,20,214,"(30, 2, 31, 4, 23, 28, 11, 19, 14, 49, 27, 36, 19, 6, 41, 7, 4, 10, 23, 43)","(44, 45, 99, 80, 18, 2, 26, 84, 79, 91, 69, 17, 27, 69, 98, 35, 57, 13, 57, 51)",825,825,False,0.0
248,independent,20,248,"(27, 31, 13, 30, 7, 17, 45, 32, 6, 40, 7, 42, 37, 32, 12, 17, 29, 15, 17, 40)","(93, 92, 90, 88, 42, 75, 57, 48, 54, 60, 36, 64, 78, 87, 32, 36, 74, 86, 71, 79)",920,924,True,0.004329004329004329
249,independent,20,275,"(18, 39, 39, 40, 41, 50, 11, 50, 33, 6, 36, 33, 10, 16, 31, 24, 23, 13, 32, 5)","(75, 36, 81, 82, 64, 70, 2, 56, 53, 46, 15, 85, 57, 20, 45, 71, 22, 56, 88, 60)",774,774,False,0.0
250,independent,20,314,"(25, 11, 43, 46, 36, 11, 27, 28, 42, 37, 42, 48, 44, 28, 13, 18, 37, 28, 48, 16)","(52, 72, 9, 6, 31, 48, 34, 60, 70, 40, 74, 21, 23, 87, 61, 28, 95, 59, 86, 50)",772,778,True,0.007712082262210797
251,independent,20,272,"(29, 25, 37, 30, 27, 32, 17, 30, 16, 40, 11, 39, 8, 23, 36, 16, 49, 14, 39, 27)","(85, 94, 76, 32, 91, 12, 26, 52, 66, 95, 40, 93, 57, 20, 1, 63, 79, 11, 25, 22)",786,786,False,0.0
252,independent,20,281,"(50, 2, 19, 10, 22, 30, 17, 50, 7, 39, 42, 49, 6, 19, 18, 46, 46, 38, 9, 43)","(80, 88, 70, 25, 36, 63, 3, 94, 99, 34, 64, 94, 94, 6, 31, 35, 81, 3, 48, 65)",823,836,True,0.01555023923444976
253,independent,20,254,"(35, 25, 10, 42, 5, 5, 18, 21, 36, 2, 15, 3, 42, 17, 32, 42, 47, 44, 30, 38)","(69, 53, 84, 30, 58, 19, 64, 93, 93, 41, 27, 54, 52, 62, 11, 37, 33, 26, 82, 94)",866,866,False,0.0
254,independent,20,259,"(24, 17, 43, 14, 46, 46, 47, 44, 12, 2, 14, 41, 47, 8, 34, 1, 7, 8, 46, 17)","(65, 53, 44, 1, 65, 42, 62, 75, 58, 9, 32, 79, 38, 44, 5, 50, 51, 82, 48, 55)",719,719,False,0.0
255,independent,20,254,"(4, 41, 38, 24, 49, 34, 35, 17, 19, 29, 39, 20, 5, 10, 19, 29, 22, 46, 10, 18)","(42, 82, 6, 79, 17, 88, 72, 50, 75, 24, 60, 54, 69, 46, 26, 67, 58, 52, 28, 76)",804,814,True,0.012285012285012284
256,independent,20,292,"(32, 28, 25, 30, 28, 33, 19, 21, 21, 39, 35, 36, 46, 4, 30, 48, 50, 46, 10, 2)","(40, 47, 6, 99, 32, 23, 86, 72, 43, 11, 37, 21, 35, 69, 5, 52, 28, 73, 100, 84)",797,797,False,0.0
257,independent,20,232,"(21, 7, 35, 34, 1, 1, 30, 40, 16, 46, 31, 12, 33, 4, 46, 8, 25, 25, 32, 16)","(53, 35, 69, 28, 79, 93, 98, 17, 48, 80, 23, 4, 21, 59, 11, 10, 22, 96, 88, 9)",808,808,False,0.0
258,independent,20,252,"(42, 10, 28, 9, 15, 1, 23, 38, 49, 12, 13, 47, 6, 11, 37, 36, 50, 7, 50, 19)","(10, 69, 26, 86, 76, 49, 28, 37, 25, 70, 28, 16, 98, 27, 56, 32, 79, 70, 37, 70)",843,843,False,0.0
259,independent,20,214,"(3, 6, 39, 42, 16, 6, 4, 24, 6, 37, 9, 12, 31, 41, 32, 20, 31, 5, 15, 50)","(71, 56, 64, 96, 100, 100, 67, 100, 26, 36, 18, 13, 75, 21, 11, 26, 88, 54, 50, 65)",914,914,False,0.0
260,independent,20,310,"(14, 27, 38, 14, 4, 49, 50, 5, 39, 44, 15, 50, 49, 18, 39, 40, 36, 41, 25, 24)","(10, 73, 62, 89, 78, 36, 54, 34, 10, 83, 7, 14, 91, 69, 77, 83, 48, 55, 88, 93)",868,868,False,0.0
261,independent,20,242,"(28, 12, 35, 38, 12, 43, 26, 28, 16, 42, 28, 6, 15, 2, 2, 46, 36, 30, 3, 36)","(4, 5, 89, 34, 99, 34, 60, 31, 24, 34, 16, 37, 89, 56, 20, 64, 90, 16, 73, 99)",800,800,False,0.0
262,independent,20,247,"(21, 35, 30, 24, 15, 45, 38, 27, 10, 35, 13, 41, 21, 9, 2, 28, 5, 19, 29, 47)","(97, 53, 44, 43, 1, 74, 30, 22, 41, 99, 73, 99, 66, 94, 67, 90, 1, 49, 55, 77)",831,852,True,0.02464788732394366
263,independent,20,309,"(48, 49, 22, 50, 47, 9, 29, 1, 34, 17, 40, 41, 21, 10, 42, 48, 9, 48, 44, 9)","(97, 55, 78, 49, 33, 60, 95, 1, 85, 69, 85, 100, 71, 53, 73, 43, 14, 40, 32, 25)",833,833,False,0.0
264,independent,20,252,"(40, 44, 35, 34, 21, 47, 1, 40, 6, 47, 39, 1, 41, 14, 10, 28, 29, 9, 5, 13)","(100, 38, 25, 22, 29, 97, 42, 90, 70, 47, 57, 100, 49, 71, 4, 2, 41, 36, 13, 65)",782,782,False,0.0
265,independent,20,234,"(26, 21, 34, 14, 15, 18, 15, 35, 22, 27, 15, 31, 40, 6, 37, 14, 14, 34, 2, 48)","(62, 62, 41, 91, 25, 85, 99, 6, 22, 57, 29, 67, 37, 79, 71, 29, 53, 73, 57, 10)",814,828,True,0.016908212560386472
266,independent,20,258,"(5, 44, 7, 48, 36, 27, 4, 6, 34, 37, 13, 6, 42, 11, 39, 32, 44, 20, 26, 35)","(70, 87, 58, 25, 49, 76, 14, 19, 4, 42, 18, 5, 34, 36, 83, 19, 69, 39, 90, 56)",651,664,True,0.01957831325301205
267,independent,20,236,"(13, 29, 7, 36, 3, 15, 1, 37, 34, 45, 30, 2, 49, 5, 35, 41, 8, 30, 15, 37)","(3, 44, 2, 61, 81, 79, 75, 5, 17, 72, 52, 42, 44, 100, 85, 44, 64, 78, 67, 41)",858,858,False,0.0
268,independent,20,234,"(49, 36, 3, 8, 12, 18, 1, 46, 23, 14, 25, 13, 36, 24, 15, 35, 18, 35, 19, 39)","(69, 41, 54, 93, 74, 29, 91, 29, 20, 23, 52, 34, 13, 19, 2, 47, 46, 12, 53, 52)",667,677,True,0.014771048744460856
269,independent,20,194,"(3, 5, 40, 13, 19, 33, 12, 7, 26, 1, 4, 29, 41, 48, 4, 19, 13, 6, 32, 32)","(4, 97, 40, 44, 87, 9, 82, 48, 7, 93, 58, 44, 15, 33, 29, 48, 52, 43, 19, 45)",781,781,False,0.0
270,independent,20,236,"(12, 6, 39, 2, 42, 3, 35, 18, 42, 17, 28, 40, 44, 31, 37, 2, 21, 1, 48, 3)","(46, 94, 39, 75, 18, 62, 38, 85, 67, 85, 44, 24, 74, 97, 7, 96, 77, 78, 87, 75)",1075,1075,False,0.0
271,independent,20,258,"(31, 23, 44, 24, 36, 31, 5, 27, 27, 48, 23, 28, 21, 10, 47, 4, 18, 36, 26, 6)","(84, 44, 23, 68, 86, 13, 85, 14, 82, 15, 100, 12, 39, 79, 61, 62, 6, 19, 11, 91)",881,881,False,0.0
272,independent,20,269,"(31, 5, 32, 24, 39, 35, 12, 22, 26, 16, 23, 16, 39, 42, 36, 47, 50, 9, 5, 29)","(46, 84, 44, 89, 36, 79, 66, 22, 3, 26, 18, 66, 30, 67, 89, 84, 83, 61, 60, 53)",814,814,False,0.0
273,independent,20,271,"(13, 41, 16, 47, 38, 9, 6, 13, 5, 42, 45, 20, 47, 24, 39, 11, 38, 33, 24, 31)","(86, 76, 40, 78, 38, 29, 66, 67, 62, 51, 98, 20, 54, 31, 88, 23, 68, 38, 20, 76)",779,779,False,0.0
274,independent,20,212,"(10, 24, 3, 2, 18, 39, 39, 14, 22, 31, 2, 25, 36, 38, 38, 4, 23, 10, 29, 18)","(59, 54, 27, 85, 28, 99, 94, 2, 52, 44, 52, 48, 72, 36, 89, 98, 29, 98, 56, 74)",881,881,False,0.0
275,independent,20,310,"(49, 37, 24, 19, 12, 41, 40, 23, 29, 36, 31, 50, 14, 42, 37, 34, 13, 15, 23, 50)","(16, 94, 72, 41, 43, 17, 46, 59, 74, 56, 90, 30, 79, 89, 6, 46, 41, 86, 52, 22)",820,835,True,0.017964071856287425
276,independent,20,236,"(24, 13, 50, 18, 1, 25, 32, 13, 24, 2, 46, 13, 28, 3, 14, 38, 30, 11, 47, 40)","(9, 98, 41, 36, 100, 19, 34, 41, 50, 24, 44, 3, 88, 3, 50, 56, 33, 34, 62, 45)",651,658,True,0.010638297872340425
277,independent,20,237,"(6, 14, 3, 31, 38, 40, 20, 40, 33, 15, 46, 7, 10, 31, 14, 40, 3, 33, 45, 5)","(24, 85, 22, 98, 17, 61, 75, 74, 27, 32, 40, 10, 59, 15, 59, 20, 64, 26, 88, 60)",750,769,True,0.0247074122236671
278,independent,20,286,"(19, 18, 31, 44, 24, 30, 16, 24, 23, 25, 6, 27, 1, 42, 39, 33, 43, 48, 45, 35)","(64, 6, 82, 61, 29, 70, 36, 99, 4, 69, 78, 85, 32, 52, 78, 42, 14, 23, 35, 58)",793,793,False,0.0
279,independent,20,294,"(27, 4, 12, 22, 20, 10, 32, 46, 26, 1, 34, 46, 43, 50, 40, 28, 46, 38, 45, 19)","(46, 63, 24, 12, 74, 28, 13, 21, 41, 23, 34, 94, 97, 61, 22, 23, 69, 82, 46, 15)",656,656,False,0.0
280,independent,20,284,"(20, 42, 6, 17, 36, 36, 49, 32, 42, 39, 16, 31, 15, 40, 34, 31, 23, 18, 20, 22)","(58, 96, 81, 58, 43, 98, 3, 87, 6, 85, 98, 60, 85, 50, 84, 91, 48, 91, 70, 3)",986,986,False,0.0
281,independent,20,218,"(2, 17, 29, 33, 49, 36, 18, 11, 27, 40, 10, 7, 17, 30, 35, 9, 1, 8, 17, 40)","(40, 15, 57, 32, 5, 97, 68, 10, 4, 95, 18, 53, 8, 55, 67, 83, 26, 88, 67, 59)",759,759,False,0.0
282,independent,20,313,"(43, 43, 46, 25, 10, 4, 21, 33, 31, 37, 43, 47, 32, 37, 19, 43, 47, 22, 25, 18)","(6, 62, 88, 41, 16, 28, 73, 41, 84, 57, 80, 77, 18, 99, 22, 43, 50, 49, 32, 90)",725,731,True,0.008207934336525308
283,independent,20,297,"(47, 9, 17, 48, 25, 15, 37, 37, 49, 36, 32, 28, 13, 33, 27, 10, 36, 13, 32, 50)","(3, 68, 59, 81, 56, 90, 19, 25, 2, 24, 53, 61, 40, 48, 25, 49, 9, 15, 22, 16)",645,655,True,0.015267175572519083
284,independent,20,257,"(3, 24, 30, 33, 31, 12, 21, 9, 40, 14, 44, 33, 19, 11, 46, 45, 1, 50, 15, 33)","(36, 14, 39, 19, 17, 10, 43, 8, 99, 30, 41, 100, 19, 49, 43, 60, 47, 46, 43, 78)",632,632,False,0.0
285,independent,20,237,"(38, 25, 38, 6, 23, 30, 24, 10, 46, 12, 26, 8, 48, 21, 15, 14, 19, 32, 12, 27)","(37, 73, 59, 33, 51, 7, 62, 82, 81, 35, 1, 47, 69, 97, 97, 5, 1, 56, 94, 26)",808,808,False,0.0
286,independent,20,262,"(32, 21, 5, 46, 27, 10, 43, 48, 49, 21, 8, 10, 25, 35, 8, 6, 32, 41, 9, 49)","(10, 89, 11, 53, 56, 69, 48, 85, 17, 50, 98, 32, 73, 89, 9, 4, 74, 1, 4, 78)",739,739,False,0.0
287,independent,20,314,"(36, 21, 8, 27, 37, 15, 10, 19, 26, 7, 39, 49, 46, 47, 43, 36, 25, 50, 45, 41)","(4, 34, 22, 80, 66, 4, 44, 24, 93, 5, 69, 43, 64, 25, 24, 87, 17, 68, 57, 36)",632,640,True,0.0125
288,independent,20,287,"(19, 48, 31, 33, 41, 2, 40, 30, 31, 32, 21, 49, 8, 21, 26, 24, 31, 43, 10, 34)","(64, 62, 7, 55, 92, 59, 97, 24, 22, 89, 76, 97, 47, 17, 77, 23, 61, 54, 26, 27)",785,785,False,0.0
289,independent,20,234,"(49, 44, 6, 1, 25, 25, 27, 8, 3, 46, 11, 43, 11, 3, 46, 35, 1, 29, 15, 40)","(35, 24, 57, 4, 84, 4, 61, 63, 77, 54, 94, 9, 5, 3, 17, 77, 68, 10, 32, 6)",709,709,False,0.0
290,independent,20,250,"(35, 32, 1, 16, 37, 8, 8, 42, 50, 23, 2, 9, 20, 33, 50, 48, 15, 18, 18, 34)","(44, 76, 17, 6, 63, 7, 90, 70, 53, 61, 40, 64, 18, 73, 73, 53, 68, 83, 39, 98)",790,790,False,0.0
291,independent,20,287,"(43, 47, 33, 25, 43, 31, 48, 18, 14, 38, 44, 17, 28, 12, 48, 14, 5, 21, 29, 16)","(61, 82, 12, 81, 70, 16, 74, 96, 34, 87, 79, 43, 14, 89, 79, 40, 93, 11, 9, 26)",803,803,False,0.0
292,independent,20,259,"(50, 49, 10, 21, 36, 21, 13, 27, 41, 8, 37, 31, 15, 29, 7, 42, 15, 23, 6, 37)","(19, 38, 86, 25, 75, 38, 82, 95, 3, 5, 69, 24, 81, 69, 94, 80, 5, 19, 86, 34)",860,860,False,0.0
293,independent,20,302,"(31, 8, 33, 27, 29, 39, 48, 7, 32, 41, 46, 33, 13, 28, 36, 6, 40, 37, 45, 26)","(61, 30, 67, 15, 42, 100, 27, 29, 13, 6, 66, 6, 98, 22, 56, 35, 43, 28, 99, 19)",683,683,False,0.0
294,independent,20,248,"(12, 31, 48, 28, 39, 26, 50, 29, 16, 15, 20, 23, 34, 18, 17, 30, 11, 15, 14, 19)","(5, 26, 12, 92, 73, 51, 84, 40, 77, 46, 60, 67, 74, 36, 48, 58, 22, 71, 49, 18)",693,708,True,0.0211864406779661
295,independent,20,244,"(19, 31, 38, 31, 17, 47, 14, 48, 17, 47, 15, 32, 39, 2, 34, 9, 18, 8, 15, 6)","(91, 41, 86, 10, 31, 8, 29, 39, 50, 9, 52, 24, 49, 7, 88, 42, 28, 13, 97, 73)",728,728,False,0.0
296,independent,20,264,"(5, 24, 44, 41, 28, 8, 19, 11, 15, 27, 36, 10, 40, 44, 12, 40, 27, 50, 35, 13)","(33, 65, 6, 74, 22, 6, 95, 95, 1, 91, 48, 99, 32, 16, 29, 57, 44, 82, 97, 67)",833,846,True,0.015366430260047281
297,independent,20,262,"(34, 48, 3, 21, 7, 2, 29, 19, 50, 26, 22, 36, 35, 49, 24, 13, 14, 35, 15, 41)","(48, 52, 93, 15, 22, 22, 51, 59, 91, 64, 38, 51, 76, 91, 7, 35, 55, 85, 70, 79)",751,751,False,0.0
298,independent,20,266,"(14, 42, 12, 12, 48, 30, 40, 36, 1, 20, 29, 2, 36, 28, 33, 40, 4, 42, 50, 12)","(71, 68, 80, 41, 59, 60, 67, 94, 36, 77, 18, 61, 98, 63, 86, 38, 5, 79, 6, 79)",851,884,True,0.03733031674208145
299,independent,20,248,"(24, 47, 1, 34, 44, 20, 39, 40, 4, 6, 31, 43, 26, 34, 21, 16, 26, 13, 24, 3)","(76, 25, 59, 100, 76, 43, 90, 87, 66, 94, 44, 44, 54, 85, 89, 52, 86, 16, 14, 88)",972,972,False,0.0
300,independent,20,246,"(39, 23, 32, 34, 37, 11, 8, 22, 37, 41, 7, 33, 33, 4, 5, 19, 36, 33, 37, 2)","(46, 1, 45, 55, 75, 21, 55, 48, 18, 32, 77, 100, 99, 89, 38, 82, 10, 36, 45, 9)",749,784,True,0.044642857142857144
301,independent,20,259,"(26, 32, 30, 16, 40, 8, 34, 7, 36, 41, 3, 43, 12, 36, 31, 40, 50, 2, 2, 29)","(81, 70, 84, 86, 33, 32, 17, 58, 91, 40, 82, 96, 37, 41, 29, 95, 59, 99, 10, 37)",921,921,False,0.0
302,independent,20,248,"(36, 36, 31, 3, 26, 33, 26, 50, 8, 43, 2, 15, 9, 4, 36, 24, 25, 19, 46, 25)","(69, 53, 25, 49, 26, 100, 44, 83, 85, 70, 82, 75, 65, 87, 10, 98, 61, 69, 57, 98)",982,1008,True,0.025793650793650792
303,independent,20,292,"(3, 48, 6, 40, 37, 26, 27, 38, 17, 35, 44, 39, 45, 9, 19, 40, 27, 46, 15, 22)","(31, 25, 73, 34, 67, 21, 61, 12, 68, 99, 5, 16, 51, 64, 1, 87, 36, 5, 28, 20)",685,686,True,0.0014577259475218659
304,independent,20,240,"(9, 28, 29, 15, 47, 16, 48, 49, 4, 17, 6, 25, 12, 30, 24, 14, 37, 39, 21, 11)","(27, 65, 8, 86, 40, 75, 30, 7, 38, 87, 39, 18, 49, 73, 78, 40, 98, 59, 13, 35)",790,790,False,0.0
305,independent,20,284,"(12, 37, 41, 19, 12, 50, 40, 12, 37, 45, 45, 4, 44, 40, 15, 47, 18, 10, 37, 3)","(74, 51, 85, 67, 92, 96, 22, 61, 39, 25, 24, 89, 59, 64, 34, 31, 2, 17, 69, 46)",796,828,True,0.03864734299516908
306,independent,20,326,"(28, 13, 49, 14, 47, 44, 50, 3, 39, 23, 44, 42, 34, 17, 27, 27, 35, 39, 40, 36)","(68, 36, 80, 53, 49, 87, 72, 77, 8, 10, 74, 77, 85, 37, 26, 8, 34, 7, 97, 37)",740,740,False,0.0
307,independent,20,264,"(41, 20, 45, 34, 28, 2, 25, 14, 23, 14, 49, 48, 25, 44, 9, 43, 36, 12, 11, 5)","(66, 98, 38, 62, 36, 88, 81, 75, 13, 87, 57, 39, 91, 6, 44, 32, 32, 51, 66, 21)",879,887,True,0.009019165727170236
308,independent,20,262,"(12, 26, 24, 18, 28, 48, 37, 22, 11, 6, 8, 30, 41, 44, 31, 40, 27, 17, 50, 3)","(19, 46, 65, 23, 39, 55, 56, 23, 72, 12, 8, 32, 86, 81, 2, 51, 69, 60, 72, 33)",607,615,True,0.013008130081300813
309,independent,20,258,"(5, 1, 13, 14, 47, 49, 4, 42, 27, 35, 8, 44, 40, 2, 50, 48, 21, 17, 16, 33)","(39, 18, 31, 30, 96, 64, 24, 34, 1, 29, 88, 87, 80, 75, 77, 12, 3, 1, 83, 22)",728,728,False,0.0
310,independent,20,246,"(36, 13, 17, 19, 34, 21, 28, 13, 38, 9, 14, 42, 11, 46, 26, 7, 20, 49, 19, 31)","(9, 85, 21, 76, 46, 61, 95, 21, 39, 42, 23, 75, 48, 76, 85, 73, 88, 48, 81, 12)",853,854,True,0.00117096018735363
311,independent,20,238,"(17, 47, 28, 10, 36, 35, 15, 21, 7, 10, 17, 45, 5, 15, 17, 20, 30, 3, 49, 50)","(33, 10, 61, 36, 6, 55, 92, 40, 96, 80, 94, 37, 74, 78, 48, 58, 100, 34, 16, 95)",924,958,True,0.03549060542797495
312,independent,20,222,"(42, 43, 3, 10, 15, 30, 29, 20, 22, 1, 18, 48, 47, 17, 21, 21, 7, 25, 16, 8)","(19, 49, 95, 42, 25, 88, 16, 89, 20, 41, 98, 21, 20, 7, 36, 27, 24, 28, 4, 59)",701,701,False,0.0
313,independent,20,244,"(37, 43, 31, 13, 4, 22, 10, 26, 38, 48, 23, 6, 1, 33, 34, 15, 22, 3, 32, 48)","(21, 55, 3, 18, 45, 3, 58, 61, 51, 17, 29, 65, 81, 26, 54, 92, 25, 37, 97, 100)",759,770,True,0.014285714285714285
314,independent,20,194,"(13, 8, 1, 41, 15, 14, 35, 4, 41, 9, 16, 16, 17, 14, 23, 21, 37, 14, 22, 26)","(59, 23, 81, 38, 52, 52, 58, 82, 23, 14, 4, 74, 7, 19, 42, 67, 96, 79, 84, 70)",819,819,False,0.0
315,independent,20,219,"(27, 27, 1, 38, 4, 10, 17, 44, 7, 2, 33, 14, 50, 42, 40, 5, 23, 31, 2, 21)","(89, 43, 48, 83, 11, 95, 19, 34, 65, 12, 26, 65, 13, 38, 51, 53, 5, 59, 83, 94)",819,827,True,0.009673518742442563
316,independent,20,226,"(2, 21, 15, 32, 1, 34, 31, 41, 15, 10, 13, 32, 33, 47, 24, 43, 3, 10, 45, 1)","(2, 2, 32, 98, 59, 9, 65, 29, 5, 42, 70, 89, 85, 61, 56, 84, 34, 74, 49, 44)",755,778,True,0.02956298200514139
317,independent,20,244,"(30, 46, 25, 13, 36, 46, 29, 19, 17, 27, 23, 8, 33, 46, 6, 13, 2, 19, 1, 50)","(3, 97, 3, 32, 58, 61, 83, 43, 34, 63, 82, 9, 55, 48, 39, 26, 1, 97, 99, 99)",705,751,True,0.06125166444740346
318,independent,20,303,"(45, 4, 26, 27, 40, 20, 42, 41, 23, 47, 27, 1, 46, 44, 27, 45, 32, 31, 5, 33)","(84, 59, 97, 22, 85, 54, 91, 49, 95, 25, 22, 96, 12, 90, 45, 59, 1, 56, 63, 86)",900,917,True,0.018538713195201745
319,independent,20,297,"(12, 45, 50, 39, 40, 14, 48, 8, 44, 38, 39, 12, 13, 38, 39, 1, 32, 32, 24, 26)","(6, 69, 79, 52, 9, 100, 37, 45, 21, 81, 46, 95, 42, 96, 44, 59, 6, 24, 34, 61)",767,785,True,0.022929936305732482
320,independent,20,274,"(29, 41, 29, 21, 27, 6, 33, 49, 40, 16, 49, 11, 31, 32, 2, 48, 12, 13, 36, 24)","(66, 12, 70, 14, 35, 96, 91, 46, 80, 72, 62, 64, 31, 28, 61, 95, 81, 33, 81, 58)",867,882,True,0.017006802721088437
321,independent,20,240,"(18, 9, 36, 22, 16, 30, 50, 28, 15, 49, 17, 3, 38, 13, 15, 24, 28, 33, 6, 29)","(51, 48, 57, 93, 78, 55, 86, 59, 2, 66, 56, 50, 63, 12, 27, 92, 84, 44, 33, 94)",793,801,True,0.009987515605493134
